UF,Capital,nPessoas,sexo,idad,raca,educ,anosEst,ocup,cnae,rendOcup,rendEfet,classeOcup1,classeOcup2,peso,ln_rendaOcup,experiencia,ano
São Paulo,,5,Homem,18,Branca,Médio completo ou equivalente,13,9313,52020,1600,1700,"Transporte, armazenagem e correio ",Ocupações elementares,534.16623238,7.37775890822787,0,2023
São Paulo,,3,Homem,29,Parda,Fundamental incompleto ou equivalente,7,3123,42000,1600,1600,Construção,Técnicos e profissionais de nível médio,562.45143867,7.37775890822787,16,2023
São Paulo,,3,Mulher,53,Parda,Médio completo ou equivalente,13,9412,48030,1600,3700,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,454.34922182,7.37775890822787,34,2023
São Paulo,,4,Mulher,27,Parda,Médio completo ou equivalente,13,5223,48071,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",243.19296108,7.37775890822787,8,2023
São Paulo,,3,Homem,22,Parda,Superior incompleto ou equivalente,16,4110,74000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,409.58293935,7.37775890822787,0,2023
São Paulo,,6,Homem,44,Branca,Médio completo ou equivalente,13,8322,49030,1600,1600,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,449.00242691,7.37775890822787,25,2023
São Paulo,,6,Mulher,28,Branca,Médio completo ou equivalente,13,5131,56011,1600,1600,Alojamento e alimentação ,"Trabalhadores dos serviços, vendedores dos comércios e mercados",449.00242691,7.37775890822787,9,2023
São Paulo,,4,Mulher,23,Parda,Médio completo ou equivalente,13,5223,48073,1600,3200,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",536.52576689,7.37775890822787,4,2023
São Paulo,,5,Homem,22,Branca,Médio completo ou equivalente,13,4321,86001,1600,3200,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,592.72870284,7.37775890822787,3,2023
São Paulo,,2,Homem,60,Branca,Fundamental incompleto ou equivalente,7,5120,24001,1600,1600,Indústria geral,"Trabalhadores dos serviços, vendedores dos comércios e mercados",490.75524383,7.37775890822787,47,2023
São Paulo,,4,Mulher,26,Branca,Médio completo ou equivalente,13,5223,48071,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1524.52407313,7.37775890822787,7,2023
São Paulo,,3,Mulher,19,Branca,Superior incompleto ou equivalente,14,4110,49040,1600,1600,"Transporte, armazenagem e correio ",Trabalhadores de apoio administrativo,1161.82627464,7.37775890822787,0,2023
São Paulo,,3,Mulher,54,Parda,Fundamental completo ou equivalente,10,5322,97000,1600,1600,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",622.51483547,7.37775890822787,38,2023
São Paulo,,3,Mulher,29,Preta,Fundamental completo ou equivalente,10,9520,48100,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,1694.10901031,7.37775890822787,13,2023
São Paulo,,4,Homem,25,Branca,Médio completo ou equivalente,13,9112,93011,1600,1600,Outros Serviços,Ocupações elementares,2844.58972957,7.37775890822787,6,2023
São Paulo,,4,Mulher,39,Parda,Fundamental incompleto ou equivalente,8,9211,01105,1600,2880,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,2293.44871655,7.37775890822787,25,2023
São Paulo,,2,Homem,42,Branca,Fundamental completo ou equivalente,10,8332,49040,1600,1600,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1059.88738231,7.37775890822787,26,2023
São Paulo,,5,Mulher,23,Parda,Médio completo ou equivalente,13,7536,15020,1600,2100,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1121.26520526,7.37775890822787,4,2023
São Paulo,,4,Homem,26,Parda,Médio completo ou equivalente,13,7543,03002,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",965.4632482,7.37775890822787,7,2023
São Paulo,,3,Homem,61,Parda,Fundamental completo ou equivalente,10,5153,81012,1600,2250,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1708.93269418,7.37775890822787,45,2023
São Paulo,,4,Mulher,27,Parda,Médio completo ou equivalente,13,9412,48080,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,2820.93760141,7.37775890822787,8,2023
São Paulo,,2,Mulher,21,Parda,Médio completo ou equivalente,13,7511,10010,1600,2900,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2379.9881188,7.37775890822787,2,2023
São Paulo,,2,Homem,22,Branca,Médio completo ou equivalente,13,6111,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",2379.9881188,7.37775890822787,3,2023
São Paulo,,4,Homem,37,Branca,Superior incompleto ou equivalente,17,5153,80000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores dos serviços, vendedores dos comércios e mercados",2137.47425658,7.37775890822787,14,2023
São Paulo,,4,Mulher,58,Branca,Superior completo,17,4229,86001,1600,1600,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1656.0515134,7.37775890822787,35,2023
São Paulo,,5,Homem,18,Parda,Médio incompleto ou equivalente,12,7322,18000,1600,1600,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",818.5461642,7.37775890822787,0,2023
São Paulo,,1,Mulher,52,Parda,Médio completo ou equivalente,13,5322,97000,1600,1600,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",617.11470567,7.37775890822787,33,2023
São Paulo,,4,Homem,32,Branca,Médio incompleto ou equivalente,12,8322,49030,1600,1600,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1018.91656372,7.37775890822787,14,2023
São Paulo,,2,Homem,28,Branca,Médio completo ou equivalente,13,2656,60001,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1189.52656678,7.37775890822787,9,2023
São Paulo,,4,Homem,62,Parda,Médio completo ou equivalente,13,5414,84013,1600,1600,"Administração pública, defesa e seguridade social ","Trabalhadores dos serviços, vendedores dos comércios e mercados",1901.77478627,7.37775890822787,43,2023
São Paulo,,2,Homem,48,Branca,Médio completo ou equivalente,13,9334,48080,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,1495.09030589,7.37775890822787,29,2023
São Paulo,,3,Homem,34,Branca,Médio completo ou equivalente,13,3322,45010,1600,2400,"Comércio, reparação de veículos automotores e motocicletas",Técnicos e profissionais de nível médio,1925.42488436,7.37775890822787,15,2023
São Paulo,,3,Mulher,35,Branca,Médio completo ou equivalente,13,1412,56011,1600,1600,Alojamento e alimentação ,Diretores e gerentes,2690.97671295,7.37775890822787,16,2023
São Paulo,,3,Homem,37,Branca,Médio completo ou equivalente,13,1412,56011,1600,1600,Alojamento e alimentação ,Diretores e gerentes,2690.97671295,7.37775890822787,18,2023
São Paulo,,4,Homem,42,Parda,Fundamental incompleto ou equivalente,6,9313,41000,1600,1400,Construção,Ocupações elementares,2791.07201351,7.37775890822787,30,2023
São Paulo,,3,Homem,40,Parda,Médio completo ou equivalente,13,5245,48060,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",3065.62134296,7.37775890822787,21,2023
São Paulo,,3,Homem,58,Branca,Fundamental incompleto ou equivalente,5,9313,41000,1600,1600,Construção,Ocupações elementares,2576.68252993,7.37775890822787,47,2023
São Paulo,,3,Homem,53,Parda,Médio completo ou equivalente,13,8341,01105,1600,2400,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Operadores de instalações e máquinas e montadores,1729.10495793,7.37775890822787,34,2023
São Paulo,,4,Homem,35,Parda,Médio completo ou equivalente,13,5245,48060,1600,1700,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",2032.28122042,7.37775890822787,16,2023
São Paulo,,2,Mulher,21,Branca,Médio completo ou equivalente,13,5311,97000,1600,1600,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1537.19736579,7.37775890822787,2,2023
São Paulo,,4,Mulher,46,Branca,Médio completo ou equivalente,13,5153,10099,1600,1600,Indústria geral,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1214.02271807,7.37775890822787,27,2023
São Paulo,,4,Mulher,64,Branca,Fundamental incompleto ou equivalente,6,9112,48050,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,1214.02271807,7.37775890822787,52,2023
São Paulo,,3,Homem,52,Branca,Fundamental completo ou equivalente,10,8332,84013,1600,1600,"Administração pública, defesa e seguridade social ",Operadores de instalações e máquinas e montadores,2225.39858566,7.37775890822787,36,2023
São Paulo,,3,Homem,18,Branca,Médio completo ou equivalente,13,7421,80000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1761.94750966,7.37775890822787,0,2023
São Paulo,,4,Homem,20,Branca,Médio completo ou equivalente,13,9321,10092,1600,1600,Indústria geral,Ocupações elementares,1296.15838856,7.37775890822787,1,2023
São Paulo,,4,Mulher,48,Parda,Fundamental incompleto ou equivalente,8,9111,97000,1600,1600,Serviços domésticos,Ocupações elementares,1335.49850836,7.37775890822787,34,2023
São Paulo,,4,Mulher,44,Branca,Fundamental completo ou equivalente,10,5322,97000,1600,3100,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",1137.22589213,7.37775890822787,28,2023
São Paulo,,2,Mulher,61,Parda,Fundamental completo ou equivalente,10,9111,97000,1600,1600,Serviços domésticos,Ocupações elementares,1035.99690804,7.37775890822787,45,2023
São Paulo,,2,Mulher,52,Parda,Médio completo ou equivalente,13,4110,45020,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Trabalhadores de apoio administrativo,1168.68691141,7.37775890822787,33,2023
São Paulo,,5,Mulher,37,Parda,Superior completo,17,2611,69000,1600,1500,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,2436.64992053,7.37775890822787,14,2023
São Paulo,,3,Mulher,30,Branca,Superior completo,15,7512,56011,1600,1600,Alojamento e alimentação ,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2251.0463374,7.37775890822787,9,2023
São Paulo,,5,Homem,23,Branca,Superior incompleto ou equivalente,16,3411,64000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Técnicos e profissionais de nível médio,2900.15008628,7.37775890822787,1,2023
São Paulo,,5,Mulher,19,Branca,Médio completo ou equivalente,13,5223,48042,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",2900.15008628,7.37775890822787,0,2023
São Paulo,,2,Mulher,22,Branca,Médio completo ou equivalente,13,5230,48030,1600,2200,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",2736.63131296,7.37775890822787,3,2023
São Paulo,,3,Homem,56,Branca,Médio completo ou equivalente,13,5223,48073,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1708.69712742,7.37775890822787,37,2023
São Paulo,,1,Homem,64,Branca,Fundamental incompleto ou equivalente,6,9211,01112,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,1083.09054941,7.37775890822787,52,2023
São Paulo,,5,Homem,59,Parda,Fundamental incompleto ou equivalente,6,8342,78000,1600,3200,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Operadores de instalações e máquinas e montadores,937.34090136,7.37775890822787,47,2023
São Paulo,,4,Mulher,23,Branca,Médio completo ou equivalente,13,4226,65000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,883.09673939,7.37775890822787,4,2023
São Paulo,,2,Mulher,55,Parda,Fundamental incompleto ou equivalente,6,9211,01105,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,837.93796032,7.37775890822787,43,2023
São Paulo,,2,Homem,34,Branca,Fundamental incompleto ou equivalente,7,9211,01105,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,837.93796032,7.37775890822787,21,2023
São Paulo,,4,Mulher,39,Branca,Médio incompleto ou equivalente,11,9321,48030,1600,1800,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,653.8868406,7.37775890822787,22,2023
São Paulo,,2,Mulher,51,Parda,Fundamental incompleto ou equivalente,5,9111,97000,1600,1600,Serviços domésticos,Ocupações elementares,227.67786962,7.37775890822787,40,2023
São Paulo,,2,Homem,18,Branca,Médio incompleto ou equivalente,12,5164,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores dos serviços, vendedores dos comércios e mercados",322.58054426,7.37775890822787,0,2023
São Paulo,,2,Mulher,18,Branca,Médio incompleto ou equivalente,12,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",322.58054426,7.37775890822787,0,2023
São Paulo,,1,Homem,45,Parda,Superior completo,16,9412,56011,1600,1600,Alojamento e alimentação ,Ocupações elementares,458.32440151,7.37775890822787,23,2023
São Paulo,,5,Homem,60,Parda,Fundamental completo ou equivalente,10,9111,97000,1600,2400,Serviços domésticos,Ocupações elementares,126.66692915,7.37775890822787,44,2023
São Paulo,,5,Mulher,55,Parda,Fundamental completo ou equivalente,10,9111,97000,1600,2400,Serviços domésticos,Ocupações elementares,126.66692915,7.37775890822787,39,2023
São Paulo,,5,Homem,49,Preta,Fundamental incompleto ou equivalente,6,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",579.69725112,7.37775890822787,37,2023
São Paulo,,5,Mulher,46,Branca,Médio completo ou equivalente,13,6111,01112,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",579.69725112,7.37775890822787,27,2023
São Paulo,,5,Homem,21,Parda,Médio completo ou equivalente,13,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",579.69725112,7.37775890822787,2,2023
São Paulo,,4,Mulher,24,Branca,Médio completo ou equivalente,13,5211,48100,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",137.29144487,7.37775890822787,5,2023
São Paulo,,4,Homem,29,Branca,Superior completo,17,5211,48100,1600,2400,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",137.29144487,7.37775890822787,6,2023
São Paulo,,5,Homem,46,Parda,Fundamental completo ou equivalente,10,5153,94091,1600,1600,Outros Serviços,"Trabalhadores dos serviços, vendedores dos comércios e mercados",55.23640091,7.37775890822787,30,2023
São Paulo,,2,Homem,53,Branca,Médio completo ou equivalente,13,6112,97000,1600,1600,Serviços domésticos,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",46.08413169,7.37775890822787,34,2023
São Paulo,,4,Homem,30,Preta,Médio completo ou equivalente,13,7115,29002,1600,1600,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",110.68393855,7.37775890822787,11,2023
São Paulo,,3,Homem,49,Branca,Fundamental incompleto ou equivalente,3,6111,01117,1600,0,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",67.5254192,7.37775890822787,40,2023
São Paulo,,2,Homem,57,Branca,Fundamental incompleto ou equivalente,7,6111,01112,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",51.94537951,7.37775890822787,44,2023
São Paulo,,4,Homem,63,Parda,Fundamental incompleto ou equivalente,9,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",28.25004715,7.37775890822787,48,2023
São Paulo,,5,Homem,37,Parda,Fundamental completo ou equivalente,10,6121,01203,1600,2400,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",126.34188474,7.37775890822787,21,2023
São Paulo,,4,Homem,55,Parda,Fundamental completo ou equivalente,10,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",101.10515982,7.37775890822787,39,2023
São Paulo,,4,Mulher,50,Parda,Fundamental incompleto ou equivalente,5,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",101.10515982,7.37775890822787,39,2023
São Paulo,,4,Homem,29,Parda,Médio completo ou equivalente,13,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",101.10515982,7.37775890822787,10,2023
São Paulo,,4,Mulher,25,Parda,Médio completo ou equivalente,13,6121,01201,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",101.10515982,7.37775890822787,6,2023
São Paulo,,3,Mulher,35,Parda,Médio completo ou equivalente,13,9112,48050,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Ocupações elementares,63.91189301,7.37775890822787,16,2023
São Paulo,,3,Homem,21,Parda,Fundamental incompleto ou equivalente,2,6111,01105,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",2619.05864769,7.37775890822787,13,2023
São Paulo,,3,Homem,29,Parda,Médio completo ou equivalente,14,4321,10010,1600,1600,Indústria geral,Trabalhadores de apoio administrativo,1446.05686889,7.37775890822787,9,2023
São Paulo,,4,Mulher,46,Branca,Médio completo ou equivalente,13,4110,84013,1600,1600,"Administração pública, defesa e seguridade social ",Trabalhadores de apoio administrativo,2127.12038334,7.37775890822787,27,2023
São Paulo,,5,Homem,40,Branca,Sem instrução e menos de 1 ano de estudo,1,6112,55000,1600,1600,Alojamento e alimentação ,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",2146.97624491,7.37775890822787,33,2023
São Paulo,,1,Mulher,52,Preta,Médio completo ou equivalente,13,3221,86001,1600,1600,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,1355.19071443,7.37775890822787,33,2023
São Paulo,,1,Homem,51,Branca,Médio completo ou equivalente,13,8332,22020,1600,1600,Indústria geral,Operadores de instalações e máquinas e montadores,1218.30920538,7.37775890822787,32,2023
São Paulo,,2,Homem,61,Branca,Fundamental incompleto ou equivalente,9,5223,45030,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1328.72954406,7.37775890822787,46,2023
São Paulo,,4,Homem,40,Branca,Médio incompleto ou equivalente,11,5223,23099,1600,1600,Indústria geral,"Trabalhadores dos serviços, vendedores dos comércios e mercados",2007.64573302,7.37775890822787,23,2023
São Paulo,,4,Mulher,20,Branca,Médio completo ou equivalente,13,4110,86001,1600,1600,"Educação, saúde humana e serviços sociais",Trabalhadores de apoio administrativo,1654.00784751,7.37775890822787,1,2023
São Paulo,,4,Mulher,55,Parda,Fundamental completo ou equivalente,10,9111,97000,1600,1600,Serviços domésticos,Ocupações elementares,1429.0608795,7.37775890822787,39,2023
São Paulo,,4,Mulher,33,Parda,Superior incompleto ou equivalente,16,3251,86002,1600,1600,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,1772.04231271,7.37775890822787,11,2023
São Paulo,,6,Mulher,19,Parda,Médio completo ou equivalente,13,9510,73010,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Ocupações elementares,2685.6071105,7.37775890822787,0,2023
São Paulo,,2,Homem,33,Branca,Médio completo ou equivalente,13,3214,32009,1600,1600,Indústria geral,Técnicos e profissionais de nível médio,4535.80525731,7.37775890822787,14,2023
São Paulo,,5,Homem,47,Branca,Fundamental incompleto ou equivalente,2,8153,14001,1600,2500,Indústria geral,Operadores de instalações e máquinas e montadores,1274.32186966,7.37775890822787,39,2023
São Paulo,,4,Homem,53,Branca,Fundamental completo ou equivalente,10,5322,97000,1600,1600,Serviços domésticos,"Trabalhadores dos serviços, vendedores dos comércios e mercados",982.65736157,7.37775890822787,37,2023
São Paulo,,2,Homem,36,Branca,Superior completo,17,4110,74000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,2403.10638347,7.37775890822787,13,2023
São Paulo,,5,Homem,32,Parda,Médio completo ou equivalente,14,8331,49030,1600,1600,"Transporte, armazenagem e correio ",Operadores de instalações e máquinas e montadores,1567.79624746,7.37775890822787,12,2023
São Paulo,,3,Homem,53,Branca,Fundamental incompleto ou equivalente,7,8141,45020,1600,2000,"Comércio, reparação de veículos automotores e motocicletas",Operadores de instalações e máquinas e montadores,1553.76510575,7.37775890822787,40,2023
São Paulo,,2,Homem,24,Parda,Médio incompleto ou equivalente,11,9313,41000,1600,1600,Construção,Ocupações elementares,2915.65814093,7.37775890822787,7,2023
São Paulo,,4,Homem,28,Branca,Superior completo,17,2113,71000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Profissionais das ciências e intelectuais,1874.5117597,7.37775890822787,5,2023
São Paulo,,4,Mulher,34,Branca,Médio completo ou equivalente,13,7313,32001,1600,2200,Indústria geral,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",2760.3352094,7.37775890822787,15,2023
São Paulo,,3,Homem,36,Branca,Fundamental incompleto ou equivalente,9,7511,48080,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios",1225.03952101,7.37775890822787,21,2023
São Paulo,,3,Mulher,39,Preta,Superior incompleto ou equivalente,15,5312,85012,1600,1600,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",1193.06307755,7.37775890822787,18,2023
São Paulo,,3,Mulher,32,Parda,Superior completo,16,3341,48071,1600,1600,"Comércio, reparação de veículos automotores e motocicletas",Técnicos e profissionais de nível médio,1101.31803406,7.37775890822787,10,2023
São Paulo,,4,Mulher,38,Parda,Médio completo ou equivalente,13,9112,55000,1600,1600,Alojamento e alimentação ,Ocupações elementares,2806.75807519,7.37775890822787,19,2023
São Paulo,,4,Mulher,25,Branca,Médio completo ou equivalente,13,5230,48073,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",1436.04136849,7.37775890822787,6,2023
São Paulo,,2,Homem,43,Parda,Médio completo ou equivalente,13,9212,01205,1600,3200,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,1313.37820942,7.37775890822787,24,2023
São Paulo,,1,Homem,27,Branca,Médio completo ou equivalente,13,8160,11000,1600,1600,Indústria geral,Operadores de instalações e máquinas e montadores,995.05698578,7.37775890822787,8,2023
São Paulo,,2,Mulher,43,Branca,Médio completo ou equivalente,13,4226,68000,1600,1600,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",Trabalhadores de apoio administrativo,535.07340908,7.37775890822787,24,2023
São Paulo,,6,Homem,42,Preta,Sem instrução e menos de 1 ano de estudo,1,8342,84013,1600,1600,"Administração pública, defesa e seguridade social ",Operadores de instalações e máquinas e montadores,786.59797411,7.37775890822787,35,2023
São Paulo,,3,Mulher,24,Parda,Superior completo,17,8153,13002,1600,1600,Indústria geral,Operadores de instalações e máquinas e montadores,618.20403515,7.37775890822787,1,2023
São Paulo,,3,Homem,24,Parda,Médio completo ou equivalente,13,8153,14001,1600,1600,Indústria geral,Operadores de instalações e máquinas e montadores,671.66639793,7.37775890822787,5,2023
São Paulo,,3,Mulher,36,Parda,Médio incompleto ou equivalente,11,1420,48073,1600,2400,"Comércio, reparação de veículos automotores e motocicletas",Diretores e gerentes,513.99012039,7.37775890822787,19,2023
São Paulo,,3,Mulher,29,Branca,Médio completo ou equivalente,13,5223,48020,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",889.9046224,7.37775890822787,10,2023
São Paulo,,2,Homem,59,Branca,Fundamental incompleto ou equivalente,5,6121,01201,1600,2400,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",467.732314,7.37775890822787,48,2023
São Paulo,,2,Mulher,20,Parda,Médio completo ou equivalente,13,8153,14001,1600,2900,Indústria geral,Operadores de instalações e máquinas e montadores,825.18126074,7.37775890822787,1,2023
São Paulo,,1,Homem,59,Parda,Fundamental incompleto ou equivalente,6,9212,01201,1600,1867,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,120.5820026,7.37775890822787,47,2023
São Paulo,,3,Mulher,41,Branca,Superior completo,17,3221,86002,1600,1600,"Educação, saúde humana e serviços sociais",Técnicos e profissionais de nível médio,247.8731953,7.37775890822787,18,2023
São Paulo,,3,Mulher,57,Branca,Fundamental incompleto ou equivalente,6,9111,97000,1600,1600,Serviços domésticos,Ocupações elementares,413.09062329,7.37775890822787,45,2023
São Paulo,,3,Mulher,34,Branca,Médio completo ou equivalente,13,6112,01110,1600,1600,"Agricultura, pecuária, produção florestal, pesca e aquicultura","Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",374.99714904,7.37775890822787,15,2023
São Paulo,,3,Homem,50,Branca,Fundamental incompleto ou equivalente,5,9112,01113,1600,2400,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Ocupações elementares,104.14196317,7.37775890822787,39,2023
São Paulo,,3,Homem,48,Parda,Fundamental incompleto ou equivalente,6,8341,01105,1600,2100,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Operadores de instalações e máquinas e montadores,122.00761294,7.37775890822787,36,2023
São Paulo,,2,Mulher,56,Parda,Médio completo ou equivalente,13,5312,85012,1600,1600,"Educação, saúde humana e serviços sociais","Trabalhadores dos serviços, vendedores dos comércios e mercados",41.78197921,7.37775890822787,37,2023
São Paulo,,3,Homem,30,Branca,Fundamental incompleto ou equivalente,7,8341,01113,1600,3200,"Agricultura, pecuária, produção florestal, pesca e aquicultura",Operadores de instalações e máquinas e montadores,139.89653116,7.37775890822787,17,2023
São Paulo,,5,Mulher,41,Parda,Fundamental completo ou equivalente,10,4226,48050,1600,2400,"Comércio, reparação de veículos automotores e motocicletas",Trabalhadores de apoio administrativo,100.61684078,7.37775890822787,25,2023
São Paulo,,3,Mulher,22,Preta,Médio completo ou equivalente,13,5223,48042,1600,1600,"Comércio, reparação de veículos automotores e motocicletas","Trabalhadores dos serviços, vendedores dos comércios e mercados",196.64914503,7.37775890822787,3,2023
